cuenta_id,nombre,saldo_original,edad,tipo,interes_aplicado,saldo_final
145,Diana Prince,12000.0,35,prestamo,-240.0,11760.0
142,Unknown,7000.0,45,hipoteca,210.0,7210.0
147,Steve Rogers,8000.0,30,ahorro,400.0,8400.0
103,Diana Prince,8000.0,45,prestamo,-160.0,7840.0
127,Jane Smith,8000.0,100,ahorro,400.0,8400.0
104,Jane Smith,12000.0,150,ahorro,600.0,12600.0
124,Steve Rogers,10000.0,100,hipoteca,300.0,10300.0
115,Bob Johnson,8000.0,45,hipoteca,240.0,8240.0
109,Diana Prince,5000.0,45,hipoteca,150.0,5150.0
127,John Doe,5000.0,100,hipoteca,150.0,5150.0
128,Diana Prince,8000.0,40,ahorro,400.0,8400.0
108,John Doe,8000.0,45,prestamo,-160.0,7840.0
122,Diana Prince,8000.0,30,ahorro,400.0,8400.0
109,Jane Smith,5000.0,100,hipoteca,150.0,5150.0
137,John Doe,10000.0,150,prestamo,-200.0,9800.0
107,Charlie Green,10000.0,150,hipoteca,300.0,10300.0
143,Bob Johnson,10000.0,30,ahorro,500.0,10500.0
145,Steve Rogers,12000.0,100,ahorro,600.0,12600.0
101,Bob Johnson,12000.0,100,hipoteca,360.0,12360.0
106,Alice Brown,12000.0,100,ahorro,600.0,12600.0
122,Jane Smith,12000.0,25,prestamo,-240.0,11760.0
129,Steve Rogers,7000.0,40,ahorro,350.0,7350.0
132,Jane Smith,10000.0,100,hipoteca,300.0,10300.0
128,Steve Rogers,8000.0,100,ahorro,400.0,8400.0
135,Alice Brown,8000.0,100,ahorro,400.0,8400.0
133,Steve Rogers,10000.0,25,hipoteca,300.0,10300.0
142,John Doe,8000.0,100,hipoteca,240.0,8240.0
110,Charlie Green,7000.0,45,hipoteca,210.0,7210.0
138,Jane Smith,7000.0,45,ahorro,350.0,7350.0
121,Jane Smith,12000.0,40,hipoteca,360.0,12360.0
123,John Doe,12000.0,100,prestamo,-240.0,11760.0
129,Steve Rogers,7000.0,45,ahorro,350.0,7350.0
126,John Doe,10000.0,100,prestamo,-200.0,9800.0
140,Steve Rogers,7000.0,40,ahorro,350.0,7350.0
106,Charlie Green,12000.0,35,ahorro,600.0,12600.0
128,Jane Smith,8000.0,35,ahorro,400.0,8400.0
106,Steve Rogers,7000.0,40,hipoteca,210.0,7210.0
133,Jane Smith,12000.0,45,ahorro,600.0,12600.0
149,Bob Johnson,5000.0,45,ahorro,250.0,5250.0
132,Unknown,10000.0,30,hipoteca,300.0,10300.0
134,Diana Prince,12000.0,40,prestamo,-240.0,11760.0
114,Steve Rogers,10000.0,45,hipoteca,300.0,10300.0
135,Alice Brown,12000.0,45,prestamo,-240.0,11760.0
140,Charlie Green,8000.0,30,prestamo,-160.0,7840.0
102,Alice Brown,12000.0,30,hipoteca,360.0,12360.0
122,Unknown,10000.0,30,ahorro,500.0,10500.0
104,Unknown,10000.0,25,ahorro,500.0,10500.0
136,John Doe,10000.0,35,prestamo,-200.0,9800.0
141,Steve Rogers,7000.0,45,hipoteca,210.0,7210.0
102,Alice Brown,5000.0,35,hipoteca,150.0,5150.0
115,John Doe,5000.0,35,ahorro,250.0,5250.0
101,Steve Rogers,10000.0,100,ahorro,500.0,10500.0
117,Unknown,5000.0,45,ahorro,250.0,5250.0
147,Diana Prince,8000.0,150,ahorro,400.0,8400.0
128,Unknown,10000.0,30,prestamo,-200.0,9800.0
149,Diana Prince,5000.0,25,hipoteca,150.0,5150.0
123,Alice Brown,7000.0,35,ahorro,350.0,7350.0
138,Diana Prince,5000.0,40,ahorro,250.0,5250.0
113,Bob Johnson,5000.0,100,hipoteca,150.0,5150.0
149,Charlie Green,12000.0,40,prestamo,-240.0,11760.0
118,John Doe,7000.0,35,prestamo,-140.0,6860.0
149,Steve Rogers,7000.0,25,ahorro,350.0,7350.0
123,Unknown,7000.0,100,prestamo,-140.0,6860.0
118,John Doe,10000.0,100,hipoteca,300.0,10300.0
129,Bob Johnson,12000.0,45,prestamo,-240.0,11760.0
126,Diana Prince,5000.0,45,ahorro,250.0,5250.0
137,Alice Brown,8000.0,100,hipoteca,240.0,8240.0
128,John Doe,8000.0,150,prestamo,-160.0,7840.0
105,Jane Smith,8000.0,40,prestamo,-160.0,7840.0
120,Steve Rogers,7000.0,30,ahorro,350.0,7350.0
111,John Doe,5000.0,35,hipoteca,150.0,5150.0
134,Alice Brown,10000.0,30,prestamo,-200.0,9800.0
110,Steve Rogers,10000.0,25,hipoteca,300.0,10300.0
134,Bob Johnson,10000.0,30,hipoteca,300.0,10300.0
124,Bob Johnson,10000.0,25,prestamo,-200.0,9800.0
118,Charlie Green,12000.0,150,prestamo,-240.0,11760.0
147,Alice Brown,12000.0,40,ahorro,600.0,12600.0
120,Charlie Green,7000.0,150,prestamo,-140.0,6860.0
138,John Doe,12000.0,150,prestamo,-240.0,11760.0
126,Alice Brown,5000.0,40,prestamo,-100.0,4900.0
121,Steve Rogers,5000.0,35,prestamo,-100.0,4900.0
105,Steve Rogers,10000.0,35,prestamo,-200.0,9800.0
147,Bob Johnson,7000.0,100,hipoteca,210.0,7210.0
150,Bob Johnson,12000.0,100,ahorro,600.0,12600.0
106,Unknown,7000.0,30,ahorro,350.0,7350.0
133,Steve Rogers,10000.0,45,prestamo,-200.0,9800.0
120,Jane Smith,5000.0,40,hipoteca,150.0,5150.0
106,Unknown,8000.0,25,hipoteca,240.0,8240.0
108,Jane Smith,10000.0,100,ahorro,500.0,10500.0
105,Alice Brown,8000.0,25,prestamo,-160.0,7840.0
130,Steve Rogers,5000.0,45,prestamo,-100.0,4900.0
141,Jane Smith,8000.0,30,prestamo,-160.0,7840.0
140,Steve Rogers,5000.0,150,prestamo,-100.0,4900.0
146,Jane Smith,12000.0,100,hipoteca,360.0,12360.0
143,Alice Brown,8000.0,40,ahorro,400.0,8400.0
123,Bob Johnson,5000.0,25,ahorro,250.0,5250.0
141,Steve Rogers,8000.0,35,ahorro,400.0,8400.0
110,Alice Brown,5000.0,25,hipoteca,150.0,5150.0
129,Jane Smith,10000.0,25,prestamo,-200.0,9800.0
146,Charlie Green,7000.0,30,ahorro,350.0,7350.0
124,Diana Prince,12000.0,45,ahorro,600.0,12600.0
142,Jane Smith,8000.0,100,hipoteca,240.0,8240.0
112,Bob Johnson,8000.0,25,hipoteca,240.0,8240.0
150,Bob Johnson,10000.0,35,hipoteca,300.0,10300.0
146,Charlie Green,7000.0,40,ahorro,350.0,7350.0
116,Unknown,12000.0,25,prestamo,-240.0,11760.0
111,Unknown,5000.0,100,hipoteca,150.0,5150.0
108,Alice Brown,8000.0,35,hipoteca,240.0,8240.0
107,Unknown,12000.0,30,hipoteca,360.0,12360.0
150,Steve Rogers,7000.0,30,hipoteca,210.0,7210.0
115,Bob Johnson,8000.0,45,hipoteca,240.0,8240.0
134,Charlie Green,7000.0,45,hipoteca,210.0,7210.0
143,Charlie Green,5000.0,40,hipoteca,150.0,5150.0
133,Steve Rogers,10000.0,25,prestamo,-200.0,9800.0
115,Steve Rogers,7000.0,25,hipoteca,210.0,7210.0
141,Bob Johnson,8000.0,30,prestamo,-160.0,7840.0
127,John Doe,8000.0,150,prestamo,-160.0,7840.0
135,Unknown,10000.0,45,ahorro,500.0,10500.0
120,Jane Smith,5000.0,40,prestamo,-100.0,4900.0
120,Jane Smith,7000.0,45,hipoteca,210.0,7210.0
140,Alice Brown,5000.0,25,ahorro,250.0,5250.0
124,Unknown,12000.0,35,hipoteca,360.0,12360.0
149,Alice Brown,10000.0,100,prestamo,-200.0,9800.0
130,Jane Smith,10000.0,45,prestamo,-200.0,9800.0
149,John Doe,10000.0,25,ahorro,500.0,10500.0
106,Unknown,8000.0,25,ahorro,400.0,8400.0
138,John Doe,7000.0,100,ahorro,350.0,7350.0
130,John Doe,5000.0,35,hipoteca,150.0,5150.0
126,Alice Brown,7000.0,25,hipoteca,210.0,7210.0
123,Bob Johnson,12000.0,40,hipoteca,360.0,12360.0
129,Steve Rogers,5000.0,35,prestamo,-100.0,4900.0
105,John Doe,10000.0,150,ahorro,500.0,10500.0
113,Diana Prince,5000.0,35,ahorro,250.0,5250.0
144,Alice Brown,10000.0,45,ahorro,500.0,10500.0
135,Diana Prince,8000.0,40,prestamo,-160.0,7840.0
148,Bob Johnson,7000.0,30,ahorro,350.0,7350.0
115,Bob Johnson,7000.0,35,hipoteca,210.0,7210.0
116,John Doe,7000.0,30,hipoteca,210.0,7210.0
134,Unknown,7000.0,45,ahorro,350.0,7350.0
147,Diana Prince,8000.0,45,hipoteca,240.0,8240.0
115,John Doe,10000.0,35,prestamo,-200.0,9800.0
106,Diana Prince,10000.0,35,ahorro,500.0,10500.0
113,John Doe,8000.0,25,hipoteca,240.0,8240.0
122,Diana Prince,10000.0,35,ahorro,500.0,10500.0
132,Steve Rogers,5000.0,45,hipoteca,150.0,5150.0
114,Diana Prince,12000.0,40,hipoteca,360.0,12360.0
101,Jane Smith,7000.0,45,hipoteca,210.0,7210.0
123,Unknown,10000.0,35,prestamo,-200.0,9800.0
133,Jane Smith,12000.0,25,prestamo,-240.0,11760.0
140,Unknown,12000.0,40,hipoteca,360.0,12360.0
102,Diana Prince,12000.0,30,hipoteca,360.0,12360.0
105,Diana Prince,7000.0,100,ahorro,350.0,7350.0
106,Charlie Green,10000.0,100,ahorro,500.0,10500.0
120,Steve Rogers,5000.0,40,hipoteca,150.0,5150.0
116,Diana Prince,8000.0,100,ahorro,400.0,8400.0
104,John Doe,7000.0,100,prestamo,-140.0,6860.0
107,Steve Rogers,5000.0,25,hipoteca,150.0,5150.0
127,Diana Prince,8000.0,30,ahorro,400.0,8400.0
117,Bob Johnson,5000.0,100,prestamo,-100.0,4900.0
141,Jane Smith,12000.0,100,prestamo,-240.0,11760.0
137,Charlie Green,7000.0,150,hipoteca,210.0,7210.0
115,Alice Brown,12000.0,150,prestamo,-240.0,11760.0
121,Alice Brown,5000.0,25,hipoteca,150.0,5150.0
103,Bob Johnson,7000.0,30,ahorro,350.0,7350.0
143,John Doe,12000.0,35,prestamo,-240.0,11760.0
107,Diana Prince,8000.0,25,hipoteca,240.0,8240.0
144,Diana Prince,8000.0,100,prestamo,-160.0,7840.0
128,Diana Prince,7000.0,35,prestamo,-140.0,6860.0
108,John Doe,8000.0,25,prestamo,-160.0,7840.0
127,John Doe,12000.0,100,ahorro,600.0,12600.0
133,Steve Rogers,5000.0,35,prestamo,-100.0,4900.0
108,Jane Smith,5000.0,35,prestamo,-100.0,4900.0
132,Alice Brown,12000.0,100,hipoteca,360.0,12360.0
108,Alice Brown,5000.0,25,hipoteca,150.0,5150.0
110,Steve Rogers,7000.0,30,ahorro,350.0,7350.0
114,Unknown,8000.0,35,ahorro,400.0,8400.0
107,John Doe,8000.0,35,hipoteca,240.0,8240.0
118,Charlie Green,5000.0,100,hipoteca,150.0,5150.0
132,John Doe,12000.0,45,prestamo,-240.0,11760.0
107,Alice Brown,10000.0,45,prestamo,-200.0,9800.0
102,Diana Prince,5000.0,35,hipoteca,150.0,5150.0
104,Bob Johnson,10000.0,25,prestamo,-200.0,9800.0
112,Bob Johnson,5000.0,25,ahorro,250.0,5250.0
111,Charlie Green,10000.0,100,hipoteca,300.0,10300.0
132,Bob Johnson,8000.0,100,prestamo,-160.0,7840.0
125,John Doe,7000.0,25,prestamo,-140.0,6860.0
136,Alice Brown,8000.0,35,hipoteca,240.0,8240.0
134,Diana Prince,12000.0,100,ahorro,600.0,12600.0
116,Steve Rogers,10000.0,100,hipoteca,300.0,10300.0
150,John Doe,7000.0,40,ahorro,350.0,7350.0
149,Unknown,8000.0,40,ahorro,400.0,8400.0
106,Alice Brown,8000.0,40,prestamo,-160.0,7840.0
109,John Doe,8000.0,25,hipoteca,240.0,8240.0
109,John Doe,7000.0,40,prestamo,-140.0,6860.0
144,Alice Brown,8000.0,30,hipoteca,240.0,8240.0
125,Bob Johnson,7000.0,150,prestamo,-140.0,6860.0
114,Jane Smith,5000.0,35,ahorro,250.0,5250.0
119,Diana Prince,10000.0,25,hipoteca,300.0,10300.0
119,John Doe,8000.0,100,hipoteca,240.0,8240.0
147,Jane Smith,12000.0,25,prestamo,-240.0,11760.0
150,Bob Johnson,8000.0,40,ahorro,400.0,8400.0
139,John Doe,10000.0,35,ahorro,500.0,10500.0
107,Steve Rogers,10000.0,25,prestamo,-200.0,9800.0
122,Unknown,12000.0,45,prestamo,-240.0,11760.0
113,John Doe,8000.0,45,prestamo,-160.0,7840.0
140,John Doe,7000.0,30,ahorro,350.0,7350.0
143,Charlie Green,5000.0,100,ahorro,250.0,5250.0
142,Bob Johnson,7000.0,25,ahorro,350.0,7350.0
144,Alice Brown,8000.0,45,ahorro,400.0,8400.0
135,John Doe,12000.0,40,prestamo,-240.0,11760.0
101,Diana Prince,8000.0,35,ahorro,400.0,8400.0
106,Charlie Green,8000.0,25,prestamo,-160.0,7840.0
132,John Doe,7000.0,30,hipoteca,210.0,7210.0
121,Alice Brown,8000.0,45,ahorro,400.0,8400.0
119,Steve Rogers,8000.0,40,prestamo,-160.0,7840.0
150,Charlie Green,12000.0,40,prestamo,-240.0,11760.0
140,Jane Smith,7000.0,25,prestamo,-140.0,6860.0
127,Steve Rogers,5000.0,45,ahorro,250.0,5250.0
148,Diana Prince,10000.0,25,prestamo,-200.0,9800.0
150,Charlie Green,12000.0,45,prestamo,-240.0,11760.0
148,Jane Smith,8000.0,25,ahorro,400.0,8400.0
109,Steve Rogers,5000.0,45,prestamo,-100.0,4900.0
141,Bob Johnson,10000.0,100,ahorro,500.0,10500.0
131,Alice Brown,7000.0,45,ahorro,350.0,7350.0
121,Alice Brown,12000.0,35,hipoteca,360.0,12360.0
111,Alice Brown,5000.0,45,prestamo,-100.0,4900.0
113,Bob Johnson,5000.0,35,prestamo,-100.0,4900.0
134,Diana Prince,12000.0,30,ahorro,600.0,12600.0
142,Jane Smith,10000.0,25,prestamo,-200.0,9800.0
133,Alice Brown,7000.0,30,ahorro,350.0,7350.0
114,Steve Rogers,5000.0,100,prestamo,-100.0,4900.0
114,Alice Brown,8000.0,150,prestamo,-160.0,7840.0
119,Charlie Green,5000.0,35,hipoteca,150.0,5150.0
116,Steve Rogers,7000.0,40,hipoteca,210.0,7210.0
122,John Doe,12000.0,100,hipoteca,360.0,12360.0
128,Jane Smith,7000.0,100,hipoteca,210.0,7210.0
127,Diana Prince,5000.0,100,ahorro,250.0,5250.0
129,Unknown,10000.0,35,prestamo,-200.0,9800.0
118,Bob Johnson,10000.0,45,hipoteca,300.0,10300.0
130,Steve Rogers,5000.0,30,ahorro,250.0,5250.0
105,Jane Smith,12000.0,45,hipoteca,360.0,12360.0
106,John Doe,12000.0,35,prestamo,-240.0,11760.0
143,Jane Smith,12000.0,40,hipoteca,360.0,12360.0
114,Alice Brown,7000.0,35,ahorro,350.0,7350.0
122,Bob Johnson,10000.0,40,ahorro,500.0,10500.0
124,Steve Rogers,8000.0,25,hipoteca,240.0,8240.0
145,Diana Prince,7000.0,45,prestamo,-140.0,6860.0
101,Jane Smith,10000.0,30,hipoteca,300.0,10300.0
114,Charlie Green,10000.0,150,hipoteca,300.0,10300.0
121,John Doe,12000.0,45,hipoteca,360.0,12360.0
128,John Doe,5000.0,30,prestamo,-100.0,4900.0
141,Charlie Green,7000.0,35,hipoteca,210.0,7210.0
140,Jane Smith,8000.0,30,hipoteca,240.0,8240.0
111,Steve Rogers,10000.0,30,ahorro,500.0,10500.0
119,John Doe,5000.0,35,prestamo,-100.0,4900.0
108,Alice Brown,5000.0,45,ahorro,250.0,5250.0
139,Jane Smith,8000.0,45,hipoteca,240.0,8240.0
110,Steve Rogers,8000.0,30,prestamo,-160.0,7840.0
124,Jane Smith,10000.0,45,prestamo,-200.0,9800.0
107,Alice Brown,10000.0,40,prestamo,-200.0,9800.0
119,Unknown,5000.0,40,prestamo,-100.0,4900.0
123,Diana Prince,10000.0,25,ahorro,500.0,10500.0
146,Bob Johnson,5000.0,40,hipoteca,150.0,5150.0
124,John Doe,7000.0,30,prestamo,-140.0,6860.0
146,Unknown,12000.0,25,hipoteca,360.0,12360.0
129,Steve Rogers,10000.0,45,hipoteca,300.0,10300.0
123,Steve Rogers,12000.0,35,hipoteca,360.0,12360.0
111,John Doe,12000.0,100,prestamo,-240.0,11760.0
103,John Doe,7000.0,150,ahorro,350.0,7350.0
144,Charlie Green,7000.0,150,prestamo,-140.0,6860.0
115,Alice Brown,8000.0,40,hipoteca,240.0,8240.0
102,Charlie Green,10000.0,35,prestamo,-200.0,9800.0
111,Steve Rogers,5000.0,35,ahorro,250.0,5250.0
149,Bob Johnson,8000.0,25,hipoteca,240.0,8240.0
135,Bob Johnson,10000.0,30,prestamo,-200.0,9800.0
149,Steve Rogers,8000.0,25,prestamo,-160.0,7840.0
130,Unknown,12000.0,100,ahorro,600.0,12600.0
142,Alice Brown,10000.0,25,ahorro,500.0,10500.0
108,Diana Prince,10000.0,35,ahorro,500.0,10500.0
115,Charlie Green,5000.0,35,prestamo,-100.0,4900.0
105,Alice Brown,10000.0,25,prestamo,-200.0,9800.0
150,Bob Johnson,8000.0,25,hipoteca,240.0,8240.0
125,Alice Brown,10000.0,100,ahorro,500.0,10500.0
113,Jane Smith,8000.0,45,hipoteca,240.0,8240.0
101,Bob Johnson,12000.0,30,hipoteca,360.0,12360.0
127,Charlie Green,8000.0,100,hipoteca,240.0,8240.0
110,Charlie Green,10000.0,25,prestamo,-200.0,9800.0
148,Charlie Green,12000.0,100,ahorro,600.0,12600.0
135,John Doe,10000.0,100,hipoteca,300.0,10300.0
140,John Doe,7000.0,30,prestamo,-140.0,6860.0
130,Steve Rogers,12000.0,45,hipoteca,360.0,12360.0
122,Alice Brown,5000.0,30,ahorro,250.0,5250.0
144,John Doe,7000.0,45,ahorro,350.0,7350.0
132,Bob Johnson,5000.0,25,ahorro,250.0,5250.0
141,Alice Brown,8000.0,25,prestamo,-160.0,7840.0
128,John Doe,12000.0,40,ahorro,600.0,12600.0
122,Steve Rogers,10000.0,40,ahorro,500.0,10500.0
104,Steve Rogers,5000.0,25,hipoteca,150.0,5150.0
128,Diana Prince,8000.0,35,ahorro,400.0,8400.0
118,Jane Smith,10000.0,45,ahorro,500.0,10500.0
116,Steve Rogers,7000.0,150,hipoteca,210.0,7210.0
133,Alice Brown,5000.0,35,prestamo,-100.0,4900.0
115,Bob Johnson,10000.0,45,hipoteca,300.0,10300.0
145,John Doe,5000.0,35,hipoteca,150.0,5150.0
141,John Doe,10000.0,35,prestamo,-200.0,9800.0
126,Jane Smith,7000.0,40,ahorro,350.0,7350.0
130,Jane Smith,8000.0,25,prestamo,-160.0,7840.0
104,Bob Johnson,12000.0,30,prestamo,-240.0,11760.0
101,Diana Prince,12000.0,40,prestamo,-240.0,11760.0
119,Diana Prince,10000.0,40,ahorro,500.0,10500.0
101,John Doe,10000.0,35,prestamo,-200.0,9800.0
136,Jane Smith,7000.0,40,ahorro,350.0,7350.0
102,Bob Johnson,12000.0,35,hipoteca,360.0,12360.0
122,Alice Brown,10000.0,45,hipoteca,300.0,10300.0
134,Diana Prince,12000.0,35,prestamo,-240.0,11760.0
121,Diana Prince,7000.0,45,prestamo,-140.0,6860.0
134,Charlie Green,10000.0,45,prestamo,-200.0,9800.0
125,Diana Prince,5000.0,35,prestamo,-100.0,4900.0
133,Alice Brown,5000.0,35,hipoteca,150.0,5150.0
148,Unknown,5000.0,100,ahorro,250.0,5250.0
123,John Doe,7000.0,25,prestamo,-140.0,6860.0
107,Alice Brown,7000.0,100,prestamo,-140.0,6860.0
102,Bob Johnson,5000.0,150,hipoteca,150.0,5150.0
137,Alice Brown,7000.0,40,ahorro,350.0,7350.0
123,Unknown,10000.0,100,ahorro,500.0,10500.0
138,Jane Smith,7000.0,45,prestamo,-140.0,6860.0
112,Bob Johnson,10000.0,30,ahorro,500.0,10500.0
118,Diana Prince,7000.0,40,prestamo,-140.0,6860.0
150,Jane Smith,8000.0,150,hipoteca,240.0,8240.0
120,John Doe,7000.0,30,prestamo,-140.0,6860.0
141,John Doe,12000.0,25,ahorro,600.0,12600.0
113,Steve Rogers,7000.0,45,hipoteca,210.0,7210.0
102,Charlie Green,12000.0,40,ahorro,600.0,12600.0
137,Jane Smith,7000.0,150,ahorro,350.0,7350.0
136,Alice Brown,5000.0,25,prestamo,-100.0,4900.0
108,John Doe,8000.0,45,prestamo,-160.0,7840.0
105,Bob Johnson,8000.0,40,ahorro,400.0,8400.0
113,Alice Brown,8000.0,35,hipoteca,240.0,8240.0
104,Alice Brown,7000.0,45,hipoteca,210.0,7210.0
109,Alice Brown,12000.0,40,hipoteca,360.0,12360.0
129,Alice Brown,5000.0,45,ahorro,250.0,5250.0
146,Charlie Green,12000.0,100,hipoteca,360.0,12360.0
141,Bob Johnson,5000.0,40,prestamo,-100.0,4900.0
116,Diana Prince,7000.0,100,ahorro,350.0,7350.0
126,Charlie Green,7000.0,100,hipoteca,210.0,7210.0
111,John Doe,10000.0,35,hipoteca,300.0,10300.0
123,Bob Johnson,5000.0,45,ahorro,250.0,5250.0
105,Steve Rogers,10000.0,35,ahorro,500.0,10500.0
101,Charlie Green,8000.0,100,prestamo,-160.0,7840.0
117,Diana Prince,12000.0,30,prestamo,-240.0,11760.0
106,John Doe,5000.0,35,ahorro,250.0,5250.0
134,Bob Johnson,10000.0,35,hipoteca,300.0,10300.0
122,Bob Johnson,5000.0,40,ahorro,250.0,5250.0
134,Bob Johnson,5000.0,25,prestamo,-100.0,4900.0
150,Alice Brown,7000.0,35,ahorro,350.0,7350.0
140,Alice Brown,8000.0,40,ahorro,400.0,8400.0
